State,County,Year,median_aqi,sample_weight,% Hispanic or Latino,% White alone,% Black or African American alone,% American Indian and Alaska Native alone,% Asian alone,% Two or More Races,Median_Household_Income
Virginia,Loudoun,2025,43,1.0,14.3,51.0,7.5,0.1,21.7,4.6,181765.0
Virginia,Madison,2025,41,1.0,3.9,83.8,8.9,0.0,0.3,3.0,84323.0
Virginia,Prince Edward,2025,35,1.0,4.9,60.0,29.5,0.2,1.1,3.1,56315.0
Virginia,Prince William,2025,38,1.0,26.1,37.9,19.6,0.1,9.9,5.7,131402.0
Virginia,Roanoke,2025,39,1.0,4.1,82.3,6.4,0.1,3.7,2.9,83709.0
Virginia,Rockbridge,2025,35,1.0,2.3,89.4,2.6,0.2,0.9,3.5,65469.0
Virginia,Rockingham,2025,41,1.0,9.3,84.4,2.2,0.0,1.1,2.6,80693.0
Virginia,Stafford,2025,38,1.0,16.6,51.5,19.5,0.1,3.9,7.4,137807.0
Virginia,Wythe,2025,40,1.0,1.6,92.9,2.2,0.0,0.8,1.9,57745.0
Washington,Adams,2025,19,1.0,64.5,31.1,0.2,0.2,0.6,2.6,66136.0
Washington,Asotin,2025,35,1.0,4.6,87.1,0.9,1.0,1.1,4.6,72283.0
Washington,Benton,2025,35,1.0,25.6,64.6,1.6,0.4,3.0,3.9,89874.0
Washington,Chelan,2025,27,1.0,29.0,65.0,0.4,0.6,0.8,3.4,82381.0
Washington,Clallam,2025,26,1.0,6.8,80.2,0.8,3.3,1.7,6.7,70370.0
Washington,Clark,2025,31,1.0,12.3,72.5,2.1,0.3,5.0,6.4,97536.0
Washington,Columbia,2025,37,1.0,8.3,81.2,0.5,0.3,1.9,7.5,71810.0
Washington,Cowlitz,2025,21,1.0,10.5,79.6,0.6,0.8,1.2,6.3,76531.0
Washington,Franklin,2025,22,1.0,55.3,37.1,1.9,0.2,1.7,3.1,86714.0
Washington,Garfield,2025,18,1.0,5.0,86.4,0.8,0.0,2.1,5.7,64884.0
Washington,Grant,2025,26,1.0,43.9,49.2,1.2,0.6,0.8,4.1,73267.0
Washington,Grays Harbor,2025,19,1.0,11.2,76.0,1.5,3.8,1.3,5.2,64414.0
Washington,Jefferson,2025,19,1.0,4.4,84.6,0.3,1.0,1.3,6.5,74048.0
Washington,King,2025,43,1.0,11.0,52.9,6.4,0.4,20.5,7.3,124746.0
Washington,Kitsap,2025,21,1.0,9.4,72.6,2.2,0.8,4.8,8.6,104158.0
Washington,Kittitas,2025,22,1.0,10.5,79.3,1.1,0.3,1.7,6.1,73804.0
Washington,Klickitat,2025,14,0.1055555555555555,13.2,78.8,0.3,1.3,0.8,4.7,71042.0
Washington,Lewis,2025,18,1.0,11.5,79.9,0.7,1.0,1.1,4.9,74796.0
Washington,Mason,2025,21,1.0,12.8,74.9,1.0,1.4,1.0,7.7,83270.0
Washington,Okanogan,2025,31,1.0,21.0,62.4,1.3,8.3,0.6,5.8,63207.0
Washington,Pacific,2025,15,1.0,9.9,79.4,0.5,1.9,1.6,5.5,67081.0
Washington,Pierce,2025,44,1.0,12.8,61.4,7.0,0.6,6.8,9.2,99564.0
Washington,Skagit,2025,22,1.0,19.3,70.9,0.7,1.0,2.1,5.2,89263.0
Washington,Snohomish,2025,41,1.0,12.1,62.0,3.6,0.6,13.6,6.9,111246.0
Washington,Spokane,2025,42,1.0,7.1,80.9,1.9,0.7,2.2,6.0,78582.0
Washington,Stevens,2025,27,1.0,4.2,83.8,0.3,3.8,0.8,5.8,69327.0
Washington,Thurston,2025,26,0.8944444444444445,10.6,69.5,3.2,0.8,6.0,7.9,96563.0
Washington,Walla Walla,2025,25,1.0,23.8,67.7,1.6,0.3,1.8,4.1,74202.0
Washington,Whatcom,2025,30,1.0,10.6,75.7,0.9,1.6,4.4,6.2,81784.0
Washington,Whitman,2025,20,1.0,8.1,73.5,1.4,0.3,6.8,8.6,55406.0
Washington,Yakima,2025,34,1.0,52.4,39.4,0.6,2.3,1.1,3.5,70656.0
West Virginia,Berkeley,2025,40,0.7055555555555556,6.4,79.7,7.1,0.1,1.0,5.0,80815.0
West Virginia,Brooke,2025,35,0.8833333333333333,1.4,92.4,1.5,0.0,0.7,4.0,54316.0
West Virginia,Cabell,2025,41,1.0,1.8,88.8,4.1,0.1,1.2,3.9,55832.0
West Virginia,Greenbrier,2025,42,0.6722222222222223,1.9,91.7,2.3,0.1,0.7,3.2,48218.0
West Virginia,Hancock,2025,42,1.0,1.7,92.0,1.8,0.0,0.5,3.5,61466.0
West Virginia,Harrison,2025,32,0.3333333333333333,2.3,91.8,1.5,0.1,0.8,3.5,60377.0
West Virginia,Kanawha,2025,40,1.0,1.6,85.9,4.8,0.1,1.1,6.1,60943.0
West Virginia,Marion,2025,34,0.3277777777777778,1.6,91.0,2.5,0.0,0.6,3.9,67370.0
West Virginia,Marshall,2025,41,0.8555555555555555,1.2,92.9,0.3,0.1,0.3,4.1,59169.0
West Virginia,Monongalia,2025,43,0.7166666666666667,3.2,85.8,3.1,0.1,3.5,3.7,65346.0
West Virginia,Ohio,2025,42,0.75,1.7,89.8,3.3,0.1,0.5,4.5,57094.0
West Virginia,Tucker,2025,38,1.0,0.5,96.9,0.0,0.0,0.0,2.6,53358.0
West Virginia,Wood,2025,39,0.7722222222222223,1.5,93.6,1.1,0.1,0.4,3.0,57810.0
Wisconsin,Ashland,2025,39,1.0,3.0,81.3,0.5,9.3,0.7,5.1,62462.0
Wisconsin,Brown,2025,37,1.0,10.3,77.3,2.4,1.5,3.3,4.8,79649.0
Wisconsin,Columbia,2025,42,0.5055555555555555,4.1,90.3,1.6,0.4,0.8,2.6,85351.0
Wisconsin,Dane,2025,40,1.0,7.8,75.8,5.1,0.1,6.1,4.6,89975.0
Wisconsin,Dodge,2025,39,1.0,6.7,87.3,2.5,0.3,0.5,2.5,75929.0
Wisconsin,Door,2025,40,0.5055555555555555,4.2,91.5,0.0,0.4,0.5,3.4,74795.0
Wisconsin,Eau Claire,2025,38,1.0,3.2,87.2,1.2,0.2,4.1,3.5,74546.0
Wisconsin,Fond du Lac,2025,39,0.5111111111111111,6.8,86.0,1.7,0.1,1.8,3.0,74275.0
Wisconsin,Forest,2025,41,0.9833333333333332,2.2,77.7,0.4,10.6,0.1,7.5,61071.0
Wisconsin,Grant,2025,37,1.0,2.6,93.0,1.5,0.1,0.7,1.9,66858.0
Wisconsin,Jackson,2025,29,0.8333333333333334,3.7,85.3,1.9,4.5,0.5,3.6,68110.0
Wisconsin,Jefferson,2025,41,0.5111111111111111,8.5,87.0,0.9,0.1,0.6,2.7,83750.0
Wisconsin,Kenosha,2025,40,1.0,15.2,71.5,5.9,0.1,1.8,4.7,81239.0
Wisconsin,Kewaunee,2025,41,0.5111111111111111,4.1,92.0,0.4,0.1,0.5,2.6,82725.0
Wisconsin,La Crosse,2025,40,0.5111111111111111,2.7,87.4,1.5,0.2,4.5,3.4,73013.0
Wisconsin,Manitowoc,2025,37,0.5111111111111111,5.5,87.3,0.8,0.2,2.4,3.4,69148.0
Wisconsin,Marathon,2025,36,1.0,3.5,86.2,0.6,0.1,5.7,3.6,77884.0
Wisconsin,Milwaukee,2025,41,1.0,17.0,48.1,25.4,0.3,4.8,4.1,64435.0
Wisconsin,Monroe,2025,31,0.6722222222222223,5.8,88.1,1.5,0.7,0.8,3.1,69467.0
Wisconsin,Outagamie,2025,38,1.0,5.3,84.9,1.5,0.9,3.7,3.5,85069.0
Wisconsin,Ozaukee,2025,35,1.0,3.7,89.2,1.5,0.1,2.2,3.0,96996.0
Wisconsin,Racine,2025,41,0.5111111111111111,15.1,68.6,10.3,0.2,1.1,4.2,78096.0
Wisconsin,Rock,2025,42,0.5111111111111111,10.1,79.6,4.6,0.0,1.1,4.2,75673.0
Wisconsin,Sauk,2025,34,1.0,6.8,86.3,0.8,0.5,0.4,4.4,79541.0
Wisconsin,Sheboygan,2025,41,0.5111111111111111,7.8,80.8,2.1,0.1,5.8,3.1,73094.0
Wisconsin,Taylor,2025,37,1.0,3.0,93.8,0.3,0.1,0.3,1.8,69350.0
Wisconsin,Vilas,2025,41,0.5111111111111111,2.3,84.8,0.3,8.1,0.4,3.9,68431.0
Wisconsin,Walworth,2025,44,0.5111111111111111,12.1,83.1,0.7,0.1,0.8,2.8,80520.0
Wisconsin,Waukesha,2025,41,1.0,5.7,85.0,1.5,0.1,3.9,3.2,106076.0
Wyoming,Albany,2025,50,1.0,10.6,79.9,1.0,0.2,3.6,4.4,61917.0
Wyoming,Campbell,2025,43,1.0,9.7,84.2,0.3,0.8,0.2,4.6,89869.0
Wyoming,Carbon,2025,7,1.0,18.3,75.4,1.4,0.7,0.2,3.9,70511.0
Wyoming,Converse,2025,41,1.0,8.2,87.2,0.6,0.0,0.2,3.8,81558.0
Wyoming,Fremont,2025,48,1.0,6.9,68.7,0.5,17.5,0.3,5.1,64904.0
Wyoming,Johnson,2025,42,1.0,4.3,90.0,0.0,1.7,0.5,2.9,64871.0
Wyoming,Laramie,2025,47,1.0,15.8,74.9,2.1,0.4,1.0,4.1,80173.0
Wyoming,Lincoln,2025,10,1.0,5.5,90.8,0.0,0.3,0.3,2.7,89330.0
Wyoming,Natrona,2025,44,1.0,9.5,84.6,0.5,0.3,0.6,4.1,72156.0
Wyoming,Park,2025,14,1.0,6.0,86.9,0.2,0.2,0.4,3.9,73035.0
Wyoming,Platte,2025,14,0.9944444444444444,8.8,85.0,0.3,0.4,0.0,4.9,67718.0
Wyoming,Sheridan,2025,33,0.9722222222222222,5.0,89.2,0.7,0.6,1.0,3.0,71388.0
Wyoming,Sublette,2025,47,1.0,7.3,86.5,0.1,0.2,0.0,5.3,83597.0
Wyoming,Sweetwater,2025,45,1.0,16.8,76.8,1.3,0.5,0.5,3.3,75034.0
Wyoming,Teton,2025,45,1.0,15.3,77.6,0.4,0.3,1.6,4.0,124172.0
Wyoming,Uinta,2025,10,0.4833333333333333,10.1,85.8,0.6,0.1,0.2,3.1,82980.0
Wyoming,Washakie,2025,10,1.0,14.1,80.6,0.1,0.2,0.3,4.4,65714.0
